label,description
peptic ulcer disease,"I unknowingly lose weight and find it difficult to gain weight. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so much. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"On occasion, throughout the day or at night, I have burning in my upper abdomen. I frequently get extreme nauseous episodes, heartburn, and indigestion. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have both bloating and unease. I no longer like eating because I have been losing weight. I sometimes vomit blood and have tarry, black stools. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I frequently get swallowing issues and the sensation that food is getting stuck in my throat. I regularly belch and feel bloated. My aftertaste is unpleasant all the time. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My bloody stools have caused me to lose a lot of things, including iron and bloos. I now have anaemia as a result, and I typically feel rather weak. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"Both my appetite and ongoing hunger are fierce. There are times when my stomach hurts and cramps. Following a meal, I have very painful gas and bloating. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"Constipated and diarrheal bowel motions have been happening to me. I frequently have a lack of energy and appetite. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My stomach only feels worse when I stoop or recline. After eating particular meals, such as spicy or acidic cuisine, I have discomfort. This occasionally causes me to have loose stools. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have a stomach ache that keeps me from falling or staying asleep. After using the restroom, I feel worn out and lose interest in food. I am constantly pretty anxious. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My mouth is filled with an acidic, sour flavour. Burping and belching are frequent in me. For a few hours, my upper abdomen has felt pressured or full. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I inadvertently lose weight and have a hard time gaining it back. I use antacids to get rid of the pain and discomfort I experience. It aches so much in my mouth. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I occasionally have burning in my upper abdomen throughout the day or at night. I regularly get severe heartburn, indigestion, and nausea. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I am feeling both bloated and uneasy. Because I have been losing weight, I no longer like eating. I occasionally get tarry, black stools and blood in my vomit. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I regularly have trouble swallowing, and I sometimes feel like food is becoming trapped in my throat. I frequently feel bloated and belch. Every time, I have a bad aftertaste. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have lost a lot of stuff because of my bloody stools, including iron and bloos. As a result, I now have anaemia and generally feel rather weak. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have a strong appetite and am constantly hungry. My stomach occasionally aches and cramps. I have really painful gas and bloating after eating. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have been experiencing bowel movements that are both constipated and diarrhoeic. I often lack the will to eat and energy. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"Only when I hunch down or lie down does my stomach hurt more. I have pain after eating certain foods, such as hot or acidic food. I occasionally get loose stools as a result of this. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I cant get to sleep or remain asleep because I have a stomach pain. I get exhausted after using the bathroom and stop being hungry. I worry a lot of the time. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My mouth is filled with a sour, acidic flavour. I have frequent belching and burping. My upper abdomen has felt pressed in or full for the past few hours. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I unintentionally lose weight and find it challenging to gain it back. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so severely right now. Symptoms  indigestion, nausea, weight loss, bloating."
diabetes,"I have increased thirst and frequent urination. I often have a dry mouth and throat. Recently I have been having increased hunger and appetite. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have blurred vision and it only seems to be getting worse. I feel fatigued and tired all the time. I also feel very dizzy and light headed at times. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have a dry mouth and throat. I also have been experiencing an increased appetite and hunger. However I do feel very tired at times. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have slow healing of wounds and cuts. I have this tingling sensation in my hand and numbness in both my hands and feet. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have mood changes and have difficulty concentrating. My mind feels hazy and foggy at times and it gets difficult to do even regular chores. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have a feeling of tremors and muscle twitching. I have decreased sense of smell or taste and I feel fatigued. Sometimes I have a feeling of rapid hearbeat or palipatations. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have rashes and skin irritations especially in the folds of the skin. There is also very slow healing of any cuts and bruises I have on my skin. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have a frequent need to urinate and often have these uncontrollable urges. I feel dizzy and often confused. I have also been loss of visuals. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have difficulty breathing especially during physical activity. I have unusual sweating and flushing. I frequently get yeast infections. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have persistent dry cough. My infections dont seem to be healing and I have palpitations. I also have this problem of sore throat that does seem to go away. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I am drinking more water and urinating more frequently. My throat and mouth are frequently dry. Recently, my appetite and hunger have both grown. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"My vision is foggy, and it seems to be growing worse. I am constantly feeling worn out and exhausted. Additionally, I occasionally have severe lightheadedness and dizziness. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"My throat and mouth are dry. I have also been feeling more hungry and more hungry. But sometimes I do feel quite exhausted. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
diabetes,"I have a sluggish wound and reduced healing rate. My hands and feet are both numb and have this tingling sensation. Symptoms  increased thirst, dry mouth, increased hunger, fatique."
